Ref,Monthly #,Date,Locality,ML,Weight,SEX,Mat Stage,prey,rostral ,Otolith length1,Otolith length2,Otolith length3,Otolith length4,Otolith length5,Otolith length6,Otolith length7,Otolith length8,Otolith length9,Otolith length10,Otolith length11,Otolith length12,Otolith length13,Otolith length14,Otolith length15,Otolith length16,Otolith length17,Otolith length18,Otolith length19,Otolith length20,Otolith length21,Otolith length22,Otolith length23,Otolith length24,Otolith length25,Otolith length26,Otolith length27,Otolith length28,Otolith length29,Otolith length30,Otolith length31,Otolith length32,Otolith length33,Otolith length34,Otolith length35,Otolith length36
86,,,,27.2,,H,II,Benthosema,,1.9,1.8,1.8,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,,,,27.1,,H,II,Benthosema,,2.4,2,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,s/n,,,33.5,,H,II,Benthosema,,1.9,1.7,1.8,1.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,s/n,,,30.6,,H,II,Benthosema,,2.1,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPM7 Jul 2006,4,7/21/2006  20:55:00 PM,SPM7,25.7,,F,II,Benthosema,,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPM6 Jul 2006,1,7/20/2006  20:30:00 PM,SPM6,42,,F,II,Benthosema,,1.9,1.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPM6 Jul 2006,14,7/20/2006  20:30:00 PM,SPM6,42,,M,II,Benthosema,,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
San Carlos March 2007,A1,03/17/07,,43.7,,F,II,Benthosema,,1.95,1.95,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPM5 Jul 2006 SS,6,7/18/2006  20:45:00 PM,SPM5,44,,F,II,Benthosema,,2.25,1.95,1.7,2,1.7,1.85,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPM7 Jul 2006,12,7/21/2006  20:55:00 PM,SPM7,44,,F,II,Benthosema,,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPM6 Jul 2006,7,7/20/2006  20:30:00 PM,SPM6,47,,F,II,Benthosema,,2.05,1.85,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPM6 Jul 2006,8,7/20/2006  20:30:00 PM,SPM6,48,,F,II,Benthosema,,2.15,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPM6 Jul 2006,9,7/20/2006  20:30:00 PM,SPM6,48,,F,II,Benthosema,,2.1,2.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPM6 Jul 2006,22,7/20/2006  22:00:00 PM,SPM6,48,,M,IV,Benthosema,,2.1,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR Nov 07,12,10-11-07,Sta Rosalia,48,,F,1,Benthosema,,1.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR Nov 07,9,10-11-07,Sta Rosalia,49,,F,1,Benthosema,,2.24,2.1,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPM7 Jul 2006,9,7/21/2006  20:55:00 PM,SPM7,51,,F,II,Benthosema,,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR Nov 07,3,10-11-07,Sta Rosalia,51,,M,4,Benthosema,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR Nov 07,11,10-11-07,Sta Rosalia,51,,F,1,Benthosema,,2.16,1.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR Nov 07,13,10-11-07,Sta Rosalia,51.5,,M,3,Benthosema,,1.96,1.78,2.22,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR Nov 07,2,10-11-07,Sta Rosalia,52,,M,2,Benthosema,,1.6,1.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR Nov 07,23,10-11-07,Sta Rosalia,53.5,,F,1,Benthosema,,1.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR Nov 07,8,10-11-07,Sta Rosalia,54,,F,1,Benthosema,,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR Nov 07,5,10-11-07,Sta Rosalia,55.5,,M,4,Benthosema,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR Nov 07,30,10-11-07,Sta Rosalia,57,,F,1,Benthosema,,1.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR Nov 07,27,10-11-07,Sta Rosalia,58,,M,5,Benthosema,,1.62,1.44,1.7,1.54,1.6,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPM5 Jul 2006 SS,19,07/19/06,SPM5,59,,F,II,Benthosema,,2.35,2.35,2,2.3,1.9,2.2,2.1,2.2,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR Nov 07,22,10-11-07,Sta Rosalia,60,,F,2,Benthosema,,2.14,2.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPM Jul 2006,6,7/17/2006  23:15:00 PM,SPM,62,,F,III,Benthosema,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPM5 Jul 2006 SS,21,07/19/06,SPM5,62,,M,V,Benthosema,,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
San Carlos March 2007,A3,03/18/07,,62.5,,F,IV,Benthosema,,2,2.2,2.3,2.1,2.1,2.1,2.2,2.2,2.1,2,2.2,1.95,2.25,2.3,2.1,2.1,2,2,2,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR Oct 2006,12,10/20/2006,Sta Rosalia,66.5,,F,3,Benthosema,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR Jul 2006,25,07/08/06,SR,67,,F,III,Benthosema,,1.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
San Carlos March 2007,A4,03/18/07,,68,,F,V,Benthosema,,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR Oct 2006,9,10/20/2006,Sta Rosalia,70,,F,3,Benthosema,,2.6,2.3,2.1,2.3,2.3,1.7,2.2,2.1,2.3,2.5,2.1,2.05,2.4,2.2,2.05,2.1,2.4,2.1,2.1,2.05,2.2,2.2,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0
San Carlos March 2007,A2,03/18/07,,70,,F,IV,Benthosema,,2,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
372,10,6/11/96,San Pedro,26,0.375,H,I,Triphoturus,,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
406,18,6/16/96,San Pedro,27.2,0.425,H,II,Triphoturus,,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
723,11,3/15/97,Guaymas,30.5,0.725,H,II,Triphoturus,,0.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
724,12,3/15/97,Guaymas,39.8,1.95,H,II,Triphoturus,,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
578,1,11/9/96,Guaymas,42.7,1.825,H,II,Triphoturus,,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,2/19/97,Guaymas,43,,H,II,Triphoturus,,1,1,0.8,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
687,5,2/16/97,Guaymas,45.3,2.2,M,III,Triphoturus,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
537,14,10/16/96,Santa Rosalia,45.5,2.1,M,V,Triphoturus,,1,0.9,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,2/19/97,Guaymas,45.6,,H,II,Triphoturus,,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
683,1,2/16/97,Guaymas,45.8,2.65,H,II,Triphoturus,,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
615,6,11/13/96,Guaymas,47,2.775,H,II,Triphoturus,,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,2/19/97,Guaymas,47,,M,II,Triphoturus,,0.9,0.8,0.8,0.8,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
583,6,11/9/96,Guaymas,47.2,2.8,M,IV,Triphoturus,,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
691,9,2/16/97,Guaymas,47.3,2.925,M,III,Triphoturus,,1.2,0.9,1,0.9,0.8,0.8,0.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
663,14,1/19/97,Guaymas,47.5,2.975,M,V,Triphoturus,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
666,17,1/19/97,Guaymas,48.1,3.85,H,II,Triphoturus,,0.8,0.7,1,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,2/19/97,Guaymas,50.6,,H,II,Triphoturus,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
702,20,2/16/97,Guaymas,50.8,3.4,M,III,Triphoturus,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
548,25,10/16/96,Santa Rosalia,51.7,3.65,H,II,Triphoturus,,0.9,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
684,2,2/16/97,Guaymas,51.8,3.275,M,V,Triphoturus,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
658,9,1/19/97,Guaymas,52,3.475,M,V,Triphoturus,,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
710,28,2/17/97,Guaymas,52.2,3.775,M,IV,Triphoturus,,1,1.1,1.2,1.3,1.2,0.9,1.2,1.1,1.1,1.1,1.2,1.2,0.9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
607,12,11/12/96,Guaymas,52.2,3.9,H,II,Triphoturus,,1.2,1,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,2/19/97,Guaymas,53,,H,II,Triphoturus,,0.9,0.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
660,11,1/19/97,Guaymas,53.6,4.125,M,V,Triphoturus,,0.9,1.1,1.1,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,2/19/97,Guaymas,53.8,,H,II,Triphoturus,,0.9,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
719,7,3/15/97,Guaymas,54.2,3.7,M,IV,Triphoturus,,1,1,0.9,0.8,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
714,2,3/11/97,Guaymas,56.6,5.375,M,IV,Triphoturus,,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
599,4,11/12/96,Guaymas,57.4,5.175,M,V,Triphoturus,,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
707,25,2/17/97,Guaymas,58,5.575,H,III,Triphoturus,,0.8,0.9,0.8,1,1,1.1,1.1,0.9,0.7,1,1.1,0.7,0.9,0.8,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
659,10,1/19/97,Guaymas,58.2,5.325,M,V,Triphoturus,,0.9,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
774,19,4/16/97,Guaymas,58.8,5.85,M,V,Triphoturus,,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
679,30,1/23/97,Guaymas,59.2,5.25,M,V,Triphoturus,,1,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,2/17/97,Guaymas,59.5,,M,IV,Triphoturus,,1,1,1,1,1,1,0.8,0.9,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,2/17/97,Guaymas,60.9,,M,V,Triphoturus,,0.9,1.1,1,1,1.1,1.1,1.3,0.9,0.9,0.9,0.9,1,1.1,0.8,0.9,1,1.1,0.8,0.8,0.9,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
760,5,4/15/97,Guaymas,62.5,7.775,H,III,Triphoturus,,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
653,4,1/21/97,Guaymas,63.2,6.4,H,II,Triphoturus,,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
682,33,1/23/97,Guaymas,63.6,7.2,M,IV,Triphoturus,,1,0.9,0.9,1,1,0.9,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
542,19,10/16/96,Santa Rosalia,65.7,9.325,H,III,Triphoturus,,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,2/17/97,Guaymas,65.8,,M,V,Triphoturus,,0.9,0.9,0.9,0.7,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
759,4,4/15/97,Guaymas,65.9,7.75,M,V,Triphoturus,,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,2/17/97,Guaymas,69.2,,H,III,Triphoturus,,1.2,1.2,1.1,1.1,1.2,1.2,1,1.1,1.1,1.2,1.2,1,1.1,1.2,1.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
776,21,4/16/97,Guaymas,69.6,10.3,H,V,Triphoturus,,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
678,29,1/23/97,Guaymas,69.9,,M,V,Triphoturus,,0.9,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
705,23,2/17/97,Guaymas,70.6,11.125,H,III,Triphoturus,,0.9,0.9,1.3,1.2,1.2,1,1,0.9,1.2,1,0.6,1.2,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
780,25,4/16/97,Guaymas,70.8,,H,III,Triphoturus,,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
768,13,4/15/97,Guaymas,71.2,12.425,H,III,Triphoturus,,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
708,26,2/17/97,Guaymas,71.2,11.8,H,III,Triphoturus,,1.1,1.1,1,0.9,1.2,1.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
761,6,4/15/97,Guaymas,72.6,13.325,H,III,Triphoturus,,1,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
675,26,1/23/97,Guaymas,73,12.925,H,III,Triphoturus,,1,1,1.2,1.1,1.1,1.1,1.1,1.1,1,1,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
667,18,1/23/97,Guaymas,73.5,11.825,H,III,Triphoturus,,0.9,0.9,1.1,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,2/17/97,Guaymas,74,,H,V,Triphoturus,,1.1,1.2,1.2,1.3,1.3,1.1,1.3,1.3,1.1,1,1.1,1.1,1,1,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
676,27,1/23/97,Guaymas,74.1,11.975,H,V,Triphoturus,,0.8,0.8,0.9,1,1,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
677,28,1/23/97,Guaymas,75,11.35,M,V,Triphoturus,,0.8,1,1,0.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
763,8,4/15/97,Guaymas,75.4,14.025,H,III,Triphoturus,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
670,21,1/23/97,Guaymas,77.9,14.625,H,V,Triphoturus,,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
758,3,4/15/97,Guaymas,81,17.075,H,V,Triphoturus,,0.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 , s/n,3/16/97,Santa Rosalia, , , , ,Triphoturus,,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,2,5/1/99,LORETO,23.6,279.4,H,II,Triphoturus,,1.3,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
232,16,5/26/99,VOLCAN MARIAS,27.6,,M,II,Triphoturus,,1.125,0.9,0.825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,10,5/1/99,LORETO,25.2,318.7,H,II,Triphoturus,,1.1,1,1.2,1.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,17,5/1/99,LORETO,26.3,392.2,H,II-III,Triphoturus,,1.1,1,1.2,1.1,1.1,1.1,1.1,1,1,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,6,5/22/99,TOPOLOBAMPO,35.1,1134.7,H,IV,Triphoturus,,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,7,5/22/99,TOPOLOBAMPO,33.1,797.6,M,V,Triphoturus,,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,,5/23/99,STA ROSALIA,28.5,,M,III,Triphoturus,,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149,s/n,5/24/99,VOLCAN MARIAS,33.5,,M,III,Triphoturus,,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178,s/n,5/25/99,VOLCAN MARIAS,34,,H,III,Triphoturus,,1.1,1,0.95,0.9,1.2,1,1,0.95,0.95,0.95,0.95,0.9,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,9,5/22/99,TOPOLOBAMPO,32.3,712.2,M,IV,Triphoturus,,1.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,11,5/23/99,STA ROSALIA,32.7,796.3,M,V,Triphoturus,,1.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,12,5/1/99,LORETO,25.9,397.1,H,II-III,Triphoturus,,1,0.8,1.1,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,14,5/1/99,LORETO,23,245.9,H,II,Triphoturus,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,3,5/22/99,TOPOLOBAMPO,29.9,746.7,H,V,Triphoturus,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,5,5/22/99,TOPOLOBAMPO,27.2,491.9,H,V,Triphoturus,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,s/n,5/24/99,VOLCAN MARIAS,29,,M,II,Triphoturus,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,s/n,5/24/99,VOLCAN MARIAS,29,,M,II,Triphoturus,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141,s/n,5/24/99,VOLCAN MARIAS,33.5,,H,II,Triphoturus,,1,0.8,0.9,0.75,0.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,s/n,5/24/99,VOLCAN MARIAS,32.5,,H,II,Triphoturus,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,s/n,5/24/99,VOLCAN MARIAS,28.7,,M,III,Triphoturus,,0.975,0.75,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,4,5/22/99,TOPOLOBAMPO,28.4,453.6,H,V,Triphoturus,,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,7,5/22/99,TOPOLOBAMPO,33.5,815.7,H,IV,Triphoturus,,0.95,1.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139,s/n,5/24/99,VOLCAN MARIAS,29.1,,M,V,Triphoturus,,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,2,5/23/99,STA ROSALIA,31.2,761.7,H,III,Triphoturus,,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,3,5/23/99,STA ROSALIA,27.1,416.8,M,V,Triphoturus,,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
