"","cruise_int","Date_M","Lat_M","Lon_M"
"10092","9.1313",20140209,27.44856008,-112.24560915
"10093","9.1314",20140209,27.44947378,-112.25237462
"10094","9.1315",20140209,27.45055267,-112.25621051
"10095","9.1316",20140209,27.44617785,-112.26032458
"10096","9.1317",20140209,27.44556827,-112.26457635
"10097","9.1318",20140210,27.45305102,-112.27291963
"10098","9.1319",20140210,27.45889764,-112.28084789
"10099","9.1320",20140210,27.46522484,-112.28949466
"10100","9.1321",20140210,27.46911837,-112.29432425
"10101","9.1322",20140210,27.47713565,-112.28638141
"10102","9.1323",20140210,27.48404196,-112.27966443
"10103","9.1324",20140210,27.49092048,-112.27318723
"10104","9.1325",20140210,27.49791415,-112.26679244
"10105","9.1326",20140210,27.50492935,-112.26040123
"10106","9.1327",20140210,27.5136096,-112.25511836
"10107","9.1328",20140210,27.50858337,-112.25813314
"10108","9.1329",20140210,27.50753931,-112.26335573
"10109","9.1330",20140210,27.51265612,-112.27267026
"10110","9.1331",20140210,27.5174595,-112.28122709
"10111","9.1332",20140210,27.52226329,-112.28964594
"10112","9.1333",20140210,27.52725441,-112.29822018
"10113","9.1334",20140210,27.53052846,-112.3076124
"10114","9.1335",20140210,27.53521157,-112.31758414
"10115","9.1336",20140210,27.53472685,-112.31481375
"10116","9.1337",20140210,27.54237357,-112.31047616
"10117","9.1338",20140210,27.55014228,-112.30634921
"10118","9.1339",20140210,27.55868447,-112.30184509
"10119","9.1340",20140210,27.56688855,-112.29750566
"10120","9.1341",20140210,27.57689041,-112.29422064
"10121","9.1342",20140210,27.57534018,-112.29296414
"10122","9.1343",20140210,27.56528653,-112.29884472
"10123","9.1344",20140210,27.55762159,-112.30399512
"10124","9.1345",20140210,27.5495712,-112.30942464
"10125","9.1346",20140210,27.54203348,-112.31435042
"10126","9.1347",20140210,27.53413016,-112.31683621
"10127","9.1348",20140210,27.53106845,-112.30717773
"10128","9.1349",20140210,27.52786021,-112.29771147
"10129","9.1350",20140210,27.52459993,-112.28827321
"10130","9.1351",20140210,27.52141593,-112.27895207
"10131","9.1352",20140210,27.51814328,-112.26962211
"10132","9.1353",20140210,27.51470923,-112.26025236
"10133","9.1354",20140210,27.50919803,-112.25566238
"10134","9.1355",20140210,27.50203902,-112.26205138
"10135","9.1356",20140210,27.49470073,-112.26363943
"10136","9.1357",20140210,27.48793975,-112.25781081
"10137","9.1358",20140210,27.48072487,-112.25159087
"10138","9.1359",20140210,27.47356871,-112.24542156
"10139","9.1360",20140210,27.46571854,-112.23865396
"10140","9.1361",20140210,27.45926768,-112.23309269
"10141","9.1362",20140210,27.45230491,-112.2270901
"10142","9.1507",20140210,27.97480788,-112.6765656
"10143","9.1508",20140210,27.9753959,-112.68570387
"10144","9.1509",20140210,27.97842073,-112.69270836
"10145","9.1510",20140210,27.97739037,-112.68669676
"10146","9.1511",20140210,27.97342137,-112.67678577
"10147","9.1512",20140210,27.96980915,-112.66750417
"10148","9.1513",20140210,27.96706171,-112.65780919
"10149","9.1514",20140210,27.96433993,-112.64809452
"10150","9.1515",20140210,27.96155276,-112.63848305
"10151","9.1516",20140210,27.9590835,-112.62887691
"10152","9.1517",20140210,27.95701656,-112.61880425
"10153","9.1518",20140210,27.9601432,-112.61055584
"10154","9.1519",20140210,27.95596354,-112.61814869
"10155","9.1520",20140210,27.949166,-112.62534832
"10156","9.1521",20140210,27.94288383,-112.63207286
"10157","9.1522",20140210,27.93640102,-112.63917218
"10158","9.1523",20140210,27.92994909,-112.6463098
"10159","9.1524",20140210,27.92350974,-112.65347598
"10160","9.1525",20140210,27.91725902,-112.66071314
"10161","9.1526",20140210,27.91130195,-112.66832251
"10162","9.1527",20140210,27.90559105,-112.67625373
"10163","9.1528",20140210,27.89934133,-112.68353126
"10164","9.1529",20140210,27.89224317,-112.69162794
"10165","9.1530",20140210,27.88671244,-112.69810425
"10166","9.1531",20140210,27.88041688,-112.70541349
"10167","9.1532",20140210,27.87764988,-112.71212213
"10168","9.1533",20140210,27.88065771,-112.70300466
"10169","9.1534",20140210,27.88170751,-112.69328096
"10170","9.1535",20140210,27.88286401,-112.68285517
"10171","9.1536",20140210,27.88390328,-112.67276244
"10172","9.1537",20140210,27.88492051,-112.66273474
"10173","9.1538",20140210,27.88589635,-112.65261403
"10174","9.1539",20140210,27.88677707,-112.64247805
"10175","9.1540",20140210,27.88771999,-112.63241129
"10176","9.1541",20140210,27.88943373,-112.62244106
"10177","9.1542",20140210,27.89108093,-112.61232212
"10178","9.1543",20140210,27.89235336,-112.60236058
"10179","9.1544",20140210,27.89446106,-112.59610256
"10180","9.1545",20140210,27.88807684,-112.60365822
"10181","9.1546",20140210,27.8808662,-112.60973302
"10182","9.1547",20140210,27.87359584,-112.61581789
"10183","9.1548",20140210,27.86633477,-112.62183595
"10184","9.1549",20140210,27.85905995,-112.62781594
"10185","9.1550",20140210,27.85174773,-112.63373978
"10186","9.1551",20140210,27.84438327,-112.63963267
"10187","9.1552",20140210,27.83707034,-112.64550496
"10188","9.1553",20140210,27.82974048,-112.65150521
"10189","9.1554",20140210,27.82297717,-112.65817208
"10190","9.1555",20140210,27.81520451,-112.66592929
"10191","9.1556",20140210,27.80876581,-112.67072002
"10192","9.1557",20140210,27.80972549,-112.67193688
"10193","9.1558",20140210,27.80621587,-112.67634891
"10194","9.1559",20140211,27.80182207,-112.68205492
"10195","9.1560",20140211,27.80847706,-112.67468127
"10196","9.1561",20140211,27.80698357,-112.67388066
"10197","9.1562",20140211,27.80604041,-112.67030388
"10198","9.1563",20140211,27.80759558,-112.65871832
"10199","9.1564",20140211,27.80889715,-112.64871515
"10200","9.1565",20140211,27.8102986,-112.63867822
"10201","9.1566",20140211,27.81210765,-112.62869063
"10202","9.1567",20140211,27.81372589,-112.61872777
"10203","9.1568",20140211,27.81528609,-112.608717
"10204","9.1569",20140211,27.81667612,-112.59874123
"10205","9.1570",20140211,27.81864083,-112.58872779
"10206","9.1571",20140211,27.82060146,-112.57887655
"10207","9.1572",20140211,27.82290695,-112.57266542
"10208","9.1573",20140211,27.81841512,-112.56736618
"10209","9.1574",20140211,27.81570537,-112.56028944
"10210","9.1575",20140211,27.80842166,-112.56312245
"10211","9.1576",20140211,27.80134038,-112.56942764
"10212","9.1577",20140211,27.79431859,-112.57583687
"10213","9.1578",20140211,27.78737518,-112.5822771
"10214","9.1579",20140211,27.78043976,-112.58878869
"10215","9.1580",20140211,27.77355336,-112.59534323
"10216","9.1581",20140211,27.76666057,-112.60190627
"10217","9.1582",20140211,27.75985529,-112.60853549
"10218","9.1583",20140211,27.75305907,-112.61523283
"10219","9.1584",20140211,27.74540782,-112.62283945
"10220","9.1585",20140211,27.74008024,-112.63003378
"10221","9.1586",20140211,27.73880539,-112.63293735
"10222","9.1587",20140211,27.74254264,-112.62028326
"10223","9.1588",20140211,27.74514009,-112.61068761
"10224","9.1589",20140211,27.74790468,-112.6008314
"10225","9.1590",20140211,27.75054906,-112.59114858
"10226","9.1591",20140211,27.7532602,-112.58150701
"10227","9.1592",20140211,27.7559728,-112.57179694
"10228","9.1593",20140211,27.75868713,-112.56212742
"10229","9.1594",20140211,27.76150519,-112.55247366
"10230","9.1595",20140211,27.76495046,-112.5422918
"10231","9.1596",20140211,27.76785211,-112.53360836
"10232","9.1597",20140211,27.76832813,-112.52472518
"10233","9.1598",20140211,27.7597091,-112.52759079
"10234","9.1599",20140211,27.75122468,-112.53105265
"10235","9.1600",20140211,27.74271823,-112.53427905
"10236","9.1601",20140211,27.73416303,-112.53728281
"10237","9.1602",20140211,27.72571333,-112.54057659
"10238","9.1603",20140211,27.71716493,-112.54377628
"10239","9.1604",20140211,27.7086108,-112.54690195
"10240","9.1605",20140211,27.70001758,-112.55003562
"10241","9.1606",20140211,27.69145584,-112.55328346
"10242","9.1607",20140211,27.68493067,-112.55227025
"10243","9.1608",20140211,27.68864942,-112.54197484
"10244","9.1609",20140211,27.69208664,-112.53268135
"10245","9.1610",20140211,27.69585779,-112.52348031
"10246","9.1611",20140211,27.70004458,-112.51456689
"10247","9.1612",20140211,27.70423127,-112.50558362
"10248","9.1613",20140211,27.7083212,-112.49679031
"10249","9.1614",20140211,27.71254501,-112.48757984
"10250","9.1615",20140211,27.71593324,-112.47855441
"10251","9.1616",20140211,27.70734802,-112.47892197
"10252","9.1617",20140211,27.69848806,-112.48102395
"10253","9.1618",20140211,27.68964379,-112.48292042
"10254","9.1619",20140211,27.68078906,-112.48479938
"10255","9.1620",20140211,27.6719233,-112.48668363
"10256","9.1621",20140211,27.66233478,-112.48839451
"10257","9.1622",20140211,27.65402491,-112.48976891
"10258","9.1623",20140211,27.65193338,-112.48284338
"10259","9.1624",20140211,27.65419067,-112.47294606
"10260","9.1625",20140211,27.65724872,-112.46349361
"10261","9.1817",20140211,27.9844977,-112.68158318
"10262","9.1818",20140211,27.97848284,-112.68747686
"10263","9.1819",20140211,27.96938547,-112.69502284
"10264","9.1820",20140211,27.96430306,-112.69948948
"10265","9.1821",20140211,27.9586531,-112.70502189
"10266","9.1822",20140211,27.95809946,-112.70330601
"10267","9.1823",20140211,27.96491367,-112.69542453
"10268","9.1824",20140211,27.97179913,-112.68900951
"10269","9.1825",20140211,27.97918949,-112.68306566
"10270","9.1826",20140211,27.98501451,-112.67549609
"10271","9.1827",20140211,27.99248626,-112.66977707
"10272","9.1828",20140211,27.9999398,-112.66406431
"10273","9.1829",20140211,28.00708466,-112.65794329
"10274","9.1830",20140211,28.01421597,-112.65165295
"10275","9.1831",20140211,28.02132715,-112.64536872
"10276","9.1832",20140211,28.02855033,-112.63993535
"10277","9.1833",20140211,28.03286819,-112.64888977
"10278","9.1834",20140211,28.03742466,-112.65765766
"10279","9.1835",20140211,28.04210633,-112.66634781
"10280","9.1836",20140211,28.04676238,-112.67501505
"10281","9.1837",20140211,28.05149113,-112.68372607
"10282","9.1838",20140211,28.05625706,-112.69238478
"10283","9.1839",20140211,28.06096333,-112.70101676
"10284","9.1840",20140211,28.06535585,-112.70990997
"10285","9.1841",20140211,28.0687029,-112.71929605
"10286","9.1842",20140211,28.07181972,-112.72885453
"10287","9.1843",20140211,28.07530663,-112.73880163
"10288","9.1844",20140211,28.08083517,-112.73271736
"10289","9.1845",20140211,28.08574959,-112.72414004
"10290","9.1846",20140211,28.09077433,-112.71586768
"10291","9.1847",20140211,28.09564903,-112.70729212
"10292","9.1848",20140211,28.10043537,-112.69862317
"10293","9.1849",20140211,28.10505397,-112.68986708
"10294","9.1850",20140211,28.10945358,-112.68102525
"10295","9.1851",20140211,28.11367349,-112.67214846
"10296","9.1852",20140211,28.11868756,-112.66364126
"10297","9.1853",20140211,28.12458402,-112.65603
"10298","9.1854",20140211,28.1297652,-112.6535881
"10299","9.1855",20140211,28.13172967,-112.66400605
"10300","9.1856",20140211,28.13347672,-112.67401797
"10301","9.1857",20140211,28.13552066,-112.68392357
"10302","9.1858",20140211,28.13778477,-112.69379214
"10303","9.1859",20140211,28.14171592,-112.69106987
"10304","9.1860",20140211,28.13724741,-112.68187523
"10305","9.1861",20140211,28.13269766,-112.67396872
"10306","9.1862",20140211,28.13248126,-112.6796439
"10307","9.1863",20140211,28.13640121,-112.68620103
"10308","9.1864",20140211,28.13367189,-112.67303248
"10309","9.1865",20140211,28.1348754,-112.68095386
"10310","9.1866",20140212,28.13591644,-112.68641329
"10311","9.1867",20140212,28.13956756,-112.69911359
"10312","9.1868",20140212,28.14223438,-112.70866605
"10313","9.1869",20140212,28.14416616,-112.71857521
"10314","9.1870",20140212,28.14611308,-112.72854015
"10315","9.1871",20140212,28.14765089,-112.73857395
"10316","9.1872",20140212,28.14920377,-112.7485578
"10317","9.1873",20140212,28.15077858,-112.7586245
"10318","9.1874",20140212,28.15593664,-112.76312597
"10319","9.1875",20140212,28.16310276,-112.75686122
"10320","9.1876",20140212,28.1697116,-112.74995697
"10321","9.1877",20140212,28.17625687,-112.74287647
"10322","9.1878",20140212,28.18266324,-112.73572205
"10323","9.1879",20140212,28.18882655,-112.72833848
"10324","9.1880",20140212,28.19499221,-112.72083754
"10325","9.1881",20140212,28.20118799,-112.71346872
"10326","9.1882",20140212,28.207381,-112.7062324
"10327","9.1883",20140212,28.21357848,-112.69883943
"10328","9.1884",20140212,28.2197665,-112.69158542
"10329","9.1885",20140212,28.22936232,-112.68549698
"10330","9.1886",20140212,28.23025449,-112.68818021
"10331","9.1887",20140212,28.23167627,-112.69852112
"10332","9.1888",20140212,28.23480413,-112.70812501
"10333","9.1889",20140212,28.23798609,-112.71764126
"10334","9.1890",20140212,28.24113716,-112.72723168
"10335","9.1891",20140212,28.24447498,-112.73665253
"10336","9.1892",20140212,28.24775616,-112.74605972
"10337","9.1893",20140212,28.25125526,-112.75545741
"10338","9.1899",20140212,28.27748691,-112.74363883
"10339","9.1900",20140212,28.28372942,-112.73615924
"10340","9.1901",20140212,28.2900254,-112.72896202
"10341","9.1902",20140212,28.29656076,-112.72194611
"10342","9.1903",20140212,28.30342235,-112.71535234
"10343","9.1904",20140212,28.3102406,-112.70866882
"10344","9.1905",20140212,28.31903567,-112.70016935
"10345","9.1906",20140212,28.31779999,-112.69827391
"10346","9.1907",20140212,28.31692364,-112.69346921
"10347","9.1908",20140212,28.31990108,-112.70529072
"10348","9.1909",20140212,28.32263929,-112.71525484
"10349","9.3041",20140215,28.33470975,-112.38317389
"10350","9.3042",20140215,28.33422405,-112.38739403
"10351","9.3043",20140215,28.32964084,-112.38103385
"10352","9.3044",20140215,28.32773373,-112.37052545
"10353","9.3045",20140215,28.3264553,-112.3605556
"10354","9.3046",20140215,28.32532466,-112.35040213
"10355","9.3047",20140215,28.32484668,-112.34020198
"10356","9.3048",20140215,28.32472627,-112.32998416
"10357","9.3049",20140215,28.32448007,-112.31983141
"10358","9.3050",20140215,28.32194932,-112.30788374
"10359","9.3051",20140215,28.32408513,-112.30257371
"10360","9.3052",20140215,28.33290306,-112.30305901
"10361","9.3053",20140215,28.33551109,-112.30452194
"10362","9.3054",20140215,28.33707829,-112.31526201
"10363","9.3055",20140215,28.33851293,-112.32533597
"10364","9.3056",20140215,28.33998145,-112.33547385
"10365","9.3057",20140215,28.34107062,-112.3456786
"10366","9.3058",20140215,28.3408508,-112.35568309
"10367","9.3059",20140215,28.34052263,-112.3659445
"10368","9.3060",20140215,28.33993275,-112.37628359
"10369","9.3061",20140215,28.34017147,-112.38619539
"10370","9.3062",20140215,28.33871666,-112.39609967
"10371","9.3063",20140215,28.33776878,-112.40689541
"10372","9.3064",20140215,28.33984428,-112.41184901
"10373","9.3065",20140215,28.33598225,-112.41670842
"10374","9.3066",20140215,28.33457679,-112.41270932
"10375","9.3067",20140215,28.33695508,-112.41183515
"10376","9.3068",20140215,28.3433822,-112.40833228
"10377","9.3069",20140215,28.35118425,-112.40071852
"10378","9.3070",20140215,28.3580386,-112.39402077
"10379","9.3071",20140215,28.36539244,-112.38758282
"10380","9.3072",20140215,28.36745869,-112.39675285
"10381","9.3073",20140216,28.36981298,-112.40653839
"10382","9.3074",20140216,28.3720659,-112.41644735
"10383","9.3075",20140216,28.37311703,-112.42648884
"10384","9.3076",20140216,28.37708189,-112.42928091
"10385","9.3077",20140216,28.37909162,-112.41926924
"10386","9.3078",20140216,28.38083515,-112.40924089
"10387","9.3079",20140216,28.38345882,-112.39926158
"10388","9.3080",20140216,28.38806958,-112.39051506
"10389","9.3081",20140216,28.38994882,-112.39657166
"10390","9.3082",20140216,28.39739301,-112.40464354
"10391","9.3083",20140216,28.40433278,-112.41125683
"10392","9.3084",20140216,28.41120533,-112.41767598
"10393","9.3085",20140216,28.41810954,-112.42002582
"10394","9.3086",20140216,28.41492727,-112.4104488
"10395","9.3087",20140216,28.41153332,-112.40100963
"10396","9.3088",20140216,28.40810395,-112.39164413
"10397","9.3089",20140216,28.40673436,-112.38242547
"10398","9.3090",20140216,28.41582027,-112.38315256
"10399","9.3091",20140216,28.42488772,-112.38385573
"10400","9.3092",20140216,28.43426525,-112.38443357
"10401","9.3093",20140216,28.44471547,-112.38681695
"10402","9.3094",20140216,28.44868461,-112.38832318
"10403","9.3095",20140216,28.44524683,-112.38176614
"10404","9.3096",20140216,28.43852913,-112.37466508
"10405","9.3097",20140216,28.43187347,-112.36812123
"10406","9.3098",20140216,28.42491708,-112.36151321
"10407","9.3099",20140216,28.41834928,-112.35414082
"10408","9.3100",20140216,28.42648774,-112.35270673
"10409","9.3101",20140216,28.43554358,-112.35189702
"10410","9.3102",20140216,28.44447174,-112.35162002
"10411","9.3103",20140216,28.45228233,-112.34897088
"10412","9.3104",20140216,28.44639013,-112.34320532
"10413","9.3105",20140216,28.4382296,-112.33925631
"10414","9.3106",20140216,28.43021158,-112.33414159
"10415","9.3107",20140216,28.42202271,-112.32879906
"10416","9.3108",20140216,28.42614953,-112.32198964
"10417","9.3109",20140216,28.43367617,-112.31644795
"10418","9.3110",20140216,28.44157622,-112.31191644
"10419","9.3111",20140216,28.44978451,-112.30753705
"10420","9.3112",20140216,28.44266121,-112.30246006
"10421","9.3113",20140216,28.43420606,-112.29877697
"10422","9.3114",20140216,28.42537641,-112.295172
"10423","9.3115",20140216,28.41728561,-112.29116813
"10424","9.3116",20140216,28.41802096,-112.28131401
"10425","9.3117",20140216,28.42054234,-112.2715016
"10426","9.3120",20140216,28.41297893,-112.26009213
"10427","9.3121",20140216,28.4038433,-112.26009906
"10428","9.3122",20140216,28.39639791,-112.25576941
"10429","9.3123",20140216,28.3918479,-112.24716553
"10430","9.3125",20140216,28.38060534,-112.24272956
"10431","9.3126",20140216,28.37480045,-112.25058674
"10432","9.3127",20140216,28.36929815,-112.2587869
"10433","9.3128",20140216,28.36241563,-112.26138766
"10434","9.3129",20140216,28.35307994,-112.25967863
"10435","9.3131",20140216,28.33505674,-112.25687003
"10436","9.3132",20140216,28.33603655,-112.26659927
"10437","9.3133",20140216,28.33750701,-112.27673072
"10438","9.3134",20140216,28.3408849,-112.28614869
"10439","9.3135",20140216,28.3346968,-112.28995164
"10440","9.3136",20140216,28.32569776,-112.29156448
"10441","9.3137",20140216,28.31685794,-112.29325325
"10442","9.3138",20140216,28.30921214,-112.29667555
"10443","9.3139",20140216,28.31319577,-112.30558221
"10444","9.3140",20140216,28.31811602,-112.3141732
"10445","9.3141",20140216,28.323559,-112.3222561
"10446","9.3142",20140216,28.32520958,-112.32929832
"10447","9.3143",20140216,28.3161535,-112.33237624
"10448","9.3144",20140216,28.30742795,-112.3348459
"10449","9.3145",20140216,28.30308053,-112.33884322
"10450","9.3146",20140216,28.31098096,-112.34411237
"10451","9.3147",20140216,28.31924632,-112.34769969
"10452","9.3271",20140216,27.38350189,-112.18444605
"10453","9.3272",20140216,27.38711266,-112.17600201
"10454","9.3273",20140216,27.38838487,-112.16686527
"10455","9.3274",20140216,27.38864639,-112.15782346
"10456","9.3275",20140216,27.37945465,-112.16024121
"10457","9.3276",20140216,27.370747,-112.16303343
"10458","9.3277",20140216,27.36212601,-112.16597203
"10459","9.3278",20140216,27.35360562,-112.16954918
"10460","9.3279",20140216,27.34523528,-112.17313557
"10461","9.3280",20140216,27.33690375,-112.17684269
"10462","9.3281",20140216,27.32856983,-112.18068007
"10463","9.3282",20140216,27.3201746,-112.18455824
"10464","9.3283",20140216,27.30861107,-112.18928521
"10465","9.3284",20140216,27.31115582,-112.18683474
"10466","9.3285",20140216,27.30804386,-112.17934917
"10467","9.3286",20140216,27.30396414,-112.18032391
"10468","9.3287",20140216,27.30826159,-112.18907742
"10469","9.3288",20140216,27.31032446,-112.18804058
"10470","9.3289",20140216,27.30454507,-112.17945333
"10471","9.3290",20140216,27.29928412,-112.17110462
"10472","9.3291",20140216,27.29806198,-112.16817634
"10473","9.3292",20140216,27.29848693,-112.17899977
"10474","9.3293",20140216,27.29821733,-112.17896253
"10475","9.3294",20140216,27.30752687,-112.17914522
"10476","9.3295",20140216,27.31018309,-112.17246118
"10477","9.3296",20140216,27.31009192,-112.16670701
"10478","9.3297",20140216,27.30440429,-112.17885402
"10479","9.3298",20140217,27.30584894,-112.17635672
"10480","9.3299",20140217,27.30735313,-112.18152897
"10481","9.3300",20140217,27.30841611,-112.19040371
"10482","9.3301",20140217,27.30366497,-112.18641383
"10483","9.3302",20140217,27.29997509,-112.17944137
"10484","9.3303",20140217,27.29877887,-112.1707504
"10485","9.3304",20140217,27.30392483,-112.17379116
"10486","9.3305",20140217,27.3041677,-112.18396347
"10487","9.3306",20140217,27.3041299,-112.1940244
"10488","9.3307",20140217,27.30851389,-112.20086606
"10489","9.3308",20140217,27.31245919,-112.19490403
"10490","9.3309",20140217,27.30839029,-112.18570156
"10491","9.3310",20140217,27.30330581,-112.17741415
"10492","9.3311",20140217,27.29795023,-112.16928045
"10493","9.3312",20140217,27.29085624,-112.16540703
"10494","9.3313",20140217,27.29035307,-112.17447477
"10495","9.3314",20140217,27.29797554,-112.17860613
"10496","9.3315",20140217,27.30697707,-112.17932996
"10497","9.3316",20140217,27.31619879,-112.1793174
"10498","9.3317",20140217,27.31803414,-112.17353252
"10499","9.3318",20140217,27.31030821,-112.16946572
"10500","9.3319",20140217,27.30525517,-112.17775753
"10501","9.3320",20140217,27.30003247,-112.18611607
"10502","9.3321",20140217,27.29377415,-112.18950948
"10503","9.3322",20140217,27.29443113,-112.1794054
"10504","9.3323",20140217,27.29447307,-112.1691916
"10505","9.3324",20140217,27.30294294,-112.16762986
"10506","9.3325",20140217,27.30467912,-112.17644429
"10507","9.3326",20140217,27.30408435,-112.18655067
"10508","9.3327",20140217,27.30406666,-112.1968503
"10509","9.3328",20140217,27.31248548,-112.19665788
"10510","9.3329",20140217,27.30999697,-112.18804647
"10511","9.3330",20140217,27.30472233,-112.17994414
"10512","9.3331",20140217,27.29923786,-112.17190599
"10513","9.3332",20140217,27.29364064,-112.16610779
"10514","9.3479",20140217,26.4440421,-111.39280371
"10515","9.3480",20140217,26.44435477,-111.3969373
"10516","9.3481",20140217,26.44155945,-111.39614132
"10517","9.3482",20140217,26.45078097,-111.3926387
"10518","9.3483",20140217,26.45911418,-111.38891973
"10519","9.3484",20140217,26.46767645,-111.38485415
"10520","9.3485",20140217,26.47585873,-111.38079366
"10521","9.3486",20140217,26.484161,-111.37668335
"10522","9.3487",20140217,26.49244536,-111.37272356
"10523","9.3488",20140217,26.5008527,-111.36906026
"10524","9.3489",20140217,26.50923967,-111.36557622
"10525","9.3490",20140217,26.51772884,-111.36214712
"10526","9.3491",20140217,26.5262493,-111.35883671
"10527","9.3492",20140217,26.53478951,-111.35557312
"10528","9.3493",20140217,26.54329257,-111.35226646
"10529","9.3494",20140217,26.55131754,-111.34895208
"10530","9.3495",20140217,26.56011241,-111.34502546
"10531","9.3496",20140217,26.56865475,-111.34120131
"10532","9.3497",20140217,26.57255042,-111.3473178
"10533","9.3498",20140217,26.57417647,-111.35720193
"10534","9.3499",20140217,26.57585652,-111.36710507
"10535","9.3500",20140217,26.57746548,-111.37699851
"10536","9.3501",20140217,26.5788746,-111.3868503
"10537","9.3502",20140217,26.58014246,-111.39680948
"10538","9.3503",20140217,26.58141809,-111.40671717
"10539","9.3504",20140217,26.582712,-111.41668992
"10540","9.3505",20140217,26.58417138,-111.42732655
"10541","9.3506",20140217,26.58547078,-111.43650585
"10542","9.3507",20140217,26.58688199,-111.44640514
"10543","9.3508",20140217,26.58836721,-111.45641905
"10544","9.3509",20140217,26.5899131,-111.46623219
"10545","9.3510",20140217,26.5914673,-111.47612998
"10546","9.3511",20140217,26.59264788,-111.4859511
"10547","9.3512",20140217,26.59215596,-111.49539911
"10548","9.3513",20140217,26.60113131,-111.49686282
"10549","9.3514",20140217,26.61138482,-111.49946399
"10550","9.3515",20140217,26.61590885,-111.49830327
"10551","9.3516",20140218,26.62241218,-111.49721597
"10552","9.3517",20140218,26.6327647,-111.49697927
"10553","9.3518",20140218,26.64187108,-111.49833622
"10554","9.3519",20140218,26.65077386,-111.49983334
"10555","9.3520",20140218,26.65977689,-111.50079914
"10556","9.3521",20140218,26.66890944,-111.50176472
"10557","9.3522",20140218,26.67707494,-111.50241686
"10558","9.3523",20140218,26.68544727,-111.4971555
"10559","9.3524",20140218,26.69298917,-111.49244116
"10560","9.3525",20140218,26.70106086,-111.48699644
"10561","9.3526",20140218,26.70879128,-111.48171204
"10562","9.3527",20140218,26.71613548,-111.47648224
"10563","9.3528",20140218,26.72389108,-111.47085272
"10564","9.3529",20140218,26.73145105,-111.46526429
"10565","9.3530",20140218,26.73883334,-111.45956111
"10566","9.3531",20140218,26.74600812,-111.45400896
"10567","9.3532",20140218,26.75338256,-111.44827406
"10568","9.3533",20140218,26.76105551,-111.4422689
"10569","9.3534",20140218,26.7687727,-111.43628966
"10570","9.3535",20140218,26.77836538,-111.43399267
"10571","9.3536",20140218,26.77883865,-111.43872146
"10572","9.3537",20140218,26.77692119,-111.4486148
"10573","9.3538",20140218,26.77535529,-111.458645
"10574","9.3539",20140218,26.77337389,-111.46844148
"10575","9.3540",20140218,26.77106476,-111.47844095
"10576","9.3541",20140218,26.76886854,-111.48771351
"10577","9.3542",20140218,26.76659018,-111.4976159
"10578","9.3543",20140218,26.76435648,-111.50762285
"10579","9.3544",20140218,26.76234083,-111.51719583
"10580","9.3545",20140218,26.76037866,-111.52701069
"10581","9.3546",20140218,26.75858921,-111.53684942
"10582","9.3547",20140218,26.75720146,-111.54735568
"10583","9.3548",20140218,26.75598871,-111.55741848
"10584","9.3549",20140218,26.76477742,-111.55936004
"10585","9.3550",20140218,26.77005995,-111.56436543
"10586","9.3551",20140218,26.77896803,-111.56149844
"10587","9.3552",20140218,26.78736983,-111.55796782
"10588","9.3553",20140218,26.79561909,-111.55435464
"10589","9.3554",20140218,26.80415957,-111.55037293
"10590","9.3555",20140218,26.81291804,-111.54634268
"10591","9.3556",20140218,26.82046023,-111.54278228
"10592","9.3557",20140218,26.82908685,-111.53880296
"10593","9.3558",20140218,26.83745567,-111.53498215
"10594","9.3559",20140218,26.8458213,-111.53117502
"10595","9.3560",20140218,26.85139925,-111.53200387
"10596","9.3561",20140218,26.84874515,-111.54188643
"10597","9.3562",20140218,26.84619299,-111.55153628
"10598","9.3563",20140218,26.84312221,-111.56099246
"10599","9.3564",20140218,26.83988156,-111.57083136
"10600","9.3565",20140218,26.83706792,-111.57938742
"10601","9.3566",20140218,26.83373011,-111.58928634
"10602","9.3567",20140218,26.83064332,-111.59882268
"10603","9.3568",20140218,26.82769493,-111.60823031
"10604","9.3569",20140218,26.82479505,-111.61776463
"10605","9.3570",20140218,26.82157254,-111.62723345
"10606","9.3571",20140218,26.82402007,-111.63271072
"10607","9.3572",20140218,26.83384255,-111.63259619
"10608","9.3573",20140218,26.84289291,-111.63243859
"10609","9.3574",20140218,26.85153786,-111.63210951
"10610","9.3575",20140218,26.86088391,-111.63140928
"10611","9.3576",20140218,26.86987258,-111.63037342
"10612","9.3577",20140218,26.87882126,-111.62932285
"10613","9.3578",20140218,26.88779063,-111.62819942
"10614","9.3579",20140218,26.89674636,-111.62705704
"10615","9.3580",20140218,26.90564268,-111.62516242
"10616","9.3581",20140218,26.91449166,-111.62319521
"10617","9.3582",20140218,26.92356114,-111.62112784
"10618","9.3583",20140218,26.92507789,-111.62839292
"10619","9.3584",20140218,26.92340149,-111.63831426
"10620","9.3585",20140218,26.92180422,-111.64820535
"10621","9.3586",20140218,26.92014045,-111.65834842
"10622","9.3587",20140218,26.91855785,-111.66802545
"10623","9.3588",20140218,26.9169832,-111.67797657
"10624","9.3589",20140218,26.91538962,-111.68807896
"10625","9.3590",20140218,26.91340677,-111.69765917
"10626","9.3591",20140218,26.9108103,-111.70729735
"10627","9.3592",20140218,26.90798392,-111.71687097
"10628","9.3593",20140218,26.90420349,-111.72683718
